Average of salary,
Row Labels,Total
1B,5253493.59
2B,2595435.178
3B,4791746.048
C,4099166.259
CF,3125992.308
DH,4187187.5
DNP,2778395.089
LF,5923789.065
PH,1279087.879
RF,3422448.405
RP,3421738.808
SP,3829466.785
SS,2910056.341
Grand Total,3597565.266
